"ID","Name","Desc","Turn"
105733,"Regula Sector 0043","Classic",99
105823,"Sarol Sector 0043","Campaign",119
106124,"Timbucktoo Sector 0043","Beginners",59
106767,"Twin Planet Sector 0043","Beginners",83
106790,"Rappaport Sector 0043","Giant Campaign Melee",85
106915,"Banshee's Planet Sector 0043","Classic",58
106965,"Serpens Caput 759 Sector 0043","Mentors and Midshipmen",64
107101,"Lost Planet Sector 0043","Campaign",150
107185,"Forbidden Planet Sector 0043","Beginners",74
107847,"Delta Delta Delta Sector 0043","Classic",245
107890,"Mao 4 Sector 0043","Beginners",56
108309,"Merah-5 Sector 0043","Beginners",66
108359,"Lynx Ceti Sector 0043","Classic",90
108403,"Planet X Sector 0043","Giant Campaign Melee",103
108522,"Ftokteek Sector 0043","Beginners",63
108704,"Ugo Sector 0043","Classic",176
108768,"Sirius B Sector 0043","Campaign",89
108863,"Remit Sector 0043","Beginners",35
108955,"Rigel Sector 0043","Beginners",113
109115,"World of Wonder Sector 0044","Classic",128
109259,"Elvis Sector 0044","Classic Slow",69
109292,"Vela Sector 0044","Beginners",121
109315,"Sanstrisious Sector 0044","Classic",77
109508,"Tarsus Sector 0044","Giant Campaign Melee",76
109645,"Gothos Sector 0044","Beginners",62
109694,"Karhammur Sector 0044","Classic",116
110107,"Phoenix Sector 0044","Classic",68
110148,"Teris-Ceti 9 Sector 0044","Beginners",137
110247,"Ordaz Sector 0044","Campaign",79
110255,"Taulus Sector 0044","Senior Officers",125
110353,"Kugo Sector 0044","Classic",133
110452,"Star Curcuit Sector 0044","Beginners",56
110555,"Vol Sector 0044","Teams of 2",106
110598,"Sigma 1212 Sector 0044","Classic",122
110747,"Zimphfir Sector 0044","Beginners",58
110752,"Small World Sector 0044","Classic",85
110858,"New Alaska Sector 0044","Giant Campaign Melee",119
110919,"Scoptor Sector 0044","Campaign",67
111042,"Vevalgoz Sector 0044","Beginners",54
111062,"Tesmond Sector 0044","Classic",53
111321,"The Leo War","Championship Match",251
111329,"Sif Sector 0044","Classic",237
111385,"Yoggoth Sector 0044","Beginners",56
111395,"Zol Sector 0044","Giant Campaign Melee",65
111430,"Vor Sector 0044","Classic",76
111654,"Twin Planet Sector 0044","Classic",97
111698,"Nercodonia Sector 0044","Beginners",73
111747,"Wooky World Sector 0044","Campaign",101
111938,"Wally World Sector 0044","Classic",130
111967,"terangui Sector 0044","Beginners",95
112050,"Toltek 12 Sector 0044","Classic Slow",99
112094,"Timbucktoo Sector 0044","Classic",99
112196,"New Mars Sector 0044","Beginners",97
112247,"Mob World Sector 0044","Giant Campaign Melee",136
112252,"Mills Sector 0044","Teams of 2",66
112327,"Sinatra's Keep Sector 0045","Classic",81
112386,"Wrigley Sector 0045","Beginners",74
112538,"Hiperborealia Sector 0045","Classic",126
112590,"Tesmond Sector 0045","Giant Campaign Melee",137
112608,"Planets Con Invitational","Custom Game",100
112611,"Yoggoth Sector 0045","Beginners",135
112802,"Anditius Sector 0045","Campaign",110
112866,"Alkalurops 459 Sector 0045","Mentor vs Midshipmen",80
112904,"DIE HARD 13","Custom Game",81
112933,"Thi Alpha Chi Sector 0045","Beginners",74
112993,"Tyre Sector 0045","Classic Slow",114
113038,"Perot's World Sector 0045","Classic",95
113082,"Texiconia Sector 0045","Beginners",61
113175,"Wrong Planet Sector 0045","Classic",144
113208,"Part Ofyour World Sector 0045","Campaign",109
113272,"Arkham Sector 0045","Beginners",74
113391,"REVELATION SPACE","Custom Game",116
113405,"Oakhurst Sector 0045","Classic",121
113456,"Galibor's World Sector 0045","Mentor vs Midshipmen",80
113500,"Fresno Sector 0045","Beginners",77
113831,"Taulus Sector 0045","Giant Campaign Melee",119
113849,"Virgo Ceti 5 Sector 0045","Beginners",85
113855,"Sheegupt Sector 0045","Classic",97
114001,"Melpedous Sector 0045","Classic",107
114006,"Rock Sector 0045","Campaign",90
114059,"Tanascuis Sector 0045","Beginners",77
114203,"Innes Sector 0045","Classic",107
114311,"New Wisconsin Sector 0045","Beginners",65
114333,"Fantasia Sector 0045","Classic Slow",107
114393,"Eranda Sector 0045","Classic",144
114400,"Alexandria Sector 0045","Campaign",74
114455,"Innsmouth Sector 0045","Giant Campaign Melee",125
114466,"Beta Xela Sector 0045","Senior Officers",207
114503,"Milab Sector 0045","Classic",78
114578,"Ophiuchi Sector 0045","Beginners",71
114894,"Sol 3 Sector 0045","Beginners",76
114943,"Virgo Pegasi Sector 0045","Classic",80
114971,"Orlakwarr Sector 0045","Campaign",109
115054,"Aranumia Sector 0045","Mentor vs Midshipmen",60
115158,"Basketball Sector 0045","Beginners",120
115249,"Fussbar Sector 0045","Classic",70
115411,"Exxonia Sector 0045","Classic",74
115425,"Disney World Sector 0045","Beginners",157
115426,"Mann Sector 0045","Campaign",73
115490,"Uri Sector 0045","Classic Slow",118
115504,"Nyphidonia Sector 0045","Giant Campaign Melee",100
115534,"Vega Sector 0045","Mentor vs Midshipmen",77
115586,"Tesla Sector 0045","Classic",186
115678,"Bellatrix Sector 0046","Beginners",142
115763,"Alexandria Sector 0046","Classic",141
115889,"Regenal Sector 0046","Teams of 3",67
115895,"Spaceball Sector 0046","Giant Campaign Melee",100
115935,"Procyon 9 Sector 0046","Beginners",62
115958,"Remus Sector 0046","Mentor vs Midshipmen",59
115965,"Kiloteria Sector 0046","Classic",95
116091,"AC 71 Sector 0046","Campaign",96
116223,"Turning World Sector 0046","Classic",123
116242,"Ceti Alpha one Sector 0046","Mentor vs Midshipmen",80
116289,"Down World Sector 0046","Beginners",75
116464,"Koruim Sector 0046","Classic",127
116535,"Ceti helios Sector 0046","Classic Slow",88
116567,"Madonna Sector 0046","Beginners",62
116610,"Pod Planet Sector 0046","Giant Campaign Melee",100
116688,"Mirak Sector 0046","Campaign",108
116735,"Lorah-2 Sector 0046","Mentor vs Midshipmen",43
116744,"Rambo 3 Sector 0046","Classic",99
116767,"Falcondonia Sector 0046","Beginners",119
116931,"Pacifica Sector 0046","Beginners",113
117146,"Tut Sector 0046","Classic",67
117234,"Romulus Sector 0046","Teams of 3",165
117235,"Vehrnoch Sector 0046","Beginners",105
117236,"Dagaba Sector 0046","Mentor vs Midshipmen",40
117373,"Vendor Sector 0046","Classic",65
117376,"Bootie Sector 0046","Classic Slow",90
117439,"Cave World Sector 0046","Beginners",88
117450,"Gorath Sector 0046","Classic",74
117629,"Sigma 2398 A Sector 0046","Senior Officers",99
117653,"Under World Sector 0046","Beginners",63
117683,"Kobol Sector 0046","Classic",64
117735,"Ve'vla Vegus Sector 0046","Giant Campaign Melee",100
117881,"Nuniverse's Cup","Custom Game",150
117955,"Serpens Caput 759 Sector 0046","Beginners",65
117960,"Gamma Sector 0046","Classic",96
118150,"Alycyone Sector 0046","Mentor vs Midshipmen",80
118182,"Planet Gordan Sector 0046","Classic",67
118465,"Alcor Sector 0046","Beginners",199
118674,"Kaye's World Sector 0046","Classic",76
118746,"Morning Star Sector 0046","Beginners",86
118857,"Googelplex Sector 0046","Giant Campaign Melee",96
118991,"Jernsey Sector 0047","Teams of 2",97
119012,"Zippi Sector 0047","Beginners",67
119029,"New Chicago Sector 0047","Classic Slow",161
119050,"Stupid Planet Sector 0047","Classic",174
119168,"Van Maanan's Planet Sector 0047","Mentor vs Midshipmen",39
119173,"Bendotex Sector 0047","Beginners",123
119244,"Murphrid 432 Sector 0047","Beginners",56
119262,"Gamma Hydra Sector 0047","Campaign",63
119304,"Delta Pegasi Sector 0047","Classic",109
119433,"Great White Planet Sector 0047","Giant Campaign Melee",100
119518,"Portsmouth Sector 0047","Beginners",72
119541,"Adebron Sector 0047","Standard",72
119631,"Hercules Sector 0047","Mentor vs Midshipmen",61
119727,"Tholia Sector 0047","Standard Beginners",127
119827,"Crab Sector 0047","Standard Senior Officers",129
119864,"Smith's World Sector 0047","Classic",116
119917,"Helms Deep Sector 0047","Campaign",162
119946,"Potatoe Sector 0047","Standard Beginners",160
120081,"Thorak Sector 0047","Standard Beginners",119
120174,"Lyra Sector 0047","Standard Slow",81
120200,"Barnard's Sector 0047","Standard Beginners",151
120244,"Toltek 12 Sector 0047","Giant Campaign Melee",100
120259,"Upikarium Sector 0047","Mentor vs Midshipmen",80
120320,"Flatland Sector 0047","Classic",61
120447,"New New Mexico Sector 0047","Standard",156
120533,"Green Planet Sector 0047","Standard Beginners",75
120539,"Mao 3 Sector 0047","Classic",107
120606,"Cani Ceti 1 Sector 0047","Campaign",125
120734,"Vulcan Sector 0047","Mentor vs Midshipmen",59
120808,"Serada 9 Sector 0047","Standard Beginners",85
120971,"Moth Ball Sector 0047","Classic",66
121006,"Launa Planet Sector 0047","Standard Beginners",89
121073,"Wood's Planet Sector 0047","Campaign",146
121372,"Cumo Sector 0047","Giant Campaign Melee",96
121392,"Up World Sector 0047","Classic",68
121441,"Gamma Delphi Sector 0047","Standard Beginners",106
121500,"Sagitta Sector 0047","Campaign",191
121504,"Poe Sector 0047","Mentor vs Midshipmen",67
121664,"Elvis Sector 0047","Standard Slow",168
121675,"Taurus Sector 0047","Classic",101
121719,"Alioth Sector 0047","Standard Beginners",78
121780,"Gamma Sector 0047","Classic",69
122053,"Cattlian Sector 0047","Classic",72
122073,"Outer World Sector 0047","Standard",108
122174,"New New York Sector 0047","Standard Beginners",55
122243,"Kennedy Center Sector 0048","Campaign",107
122244,"Regula Sector 0048","Mentor vs Midshipmen",78
122260,"Sanstrisious Sector 0048","Classic",91
122271,"RomII Sector 0048","Giant Campaign Melee",100
122530,"New Endeaver Sector 0048","Standard Beginners",68
122564,"Rappaport Sector 0048","Classic",187
122600,"DIE HARD 14","Custom Game",104
122694,"Lottl Sector 0048","Standard Beginners",71
122710,"New Philli Sector 0048","Mentor vs Midshipmen",58
122939,"Pearl Sector 0048","Giant Campaign Melee",98
122946,"Gathonia Sector 0048","Standard Beginners",84
122947,"Kapteyn's Planet Sector 0048","Campaign",225
123041,"Hablemos","Custom Game",102
123085,"Challenger 5 Sector 0048","Mentor vs Midshipmen",66
123122,"Roll Sector 0048","Standard Beginners",76
123190,"Nimbus 7 Sector 0048","Classic",89
123345,"Cue Ball Sector 0048","Standard",146
123465,"Orionis I Sector 0048","Campaign",71
123466,"New Cappone Sector 0048","Classic",111
123587,"Venturia Sector 0048","Standard Beginners",74
123628,"Organia 3 Sector 0048","Classic",90
123817,"Castolia Sector 0048","Mentor vs Midshipmen",68
123850,"Owen 1717 Sector 0048","Standard Beginners",72
123865,"Cassiopeia Sector 0048","Giant Campaign Melee",95
124090,"Kazh Sector 0048","Classic",67
124160,"New Los Banos Sector 0048","Teams of 2",104
124161,"Gorn Sector 0048","Teams of 3",90
124181,"Blondonia Sector 0048","Standard Beginners",48
124225,"Mekbuda Sector 0048","Standard Slow",103
124372,"Mao 5 Sector 0048","Classic",156
124422,"Bazal Sector 0048","Stealth Test Game",51
124452,"Eridani Sector 0048","Mentor vs Midshipmen",66
124533,"Classic Hidden Folded Space","Custom Game",78
124585,"Canes Delta Sector 0048","Standard",108
124686,"Mi-Glowdonia Sector 0048","Standard Beginners",144
124791,"Alycyone Sector 0048","Classic",51
124876,"Sumit Sector 0048","Giant Campaign Melee - Sphere",100
124957,"Capricornus Sector 0048","Stealth",92
125064,"Ceti Alpha 5 Sector 0048","Mentor vs Midshipmen",72
125155,"Ceros Sector 0048","Standard Beginners",92
125189,"Sphere & Stealth Anomaly","Custom Game",53
125194,"Soccerball Sector 0048","Classic",87
125279,"Adviel Sector 0048","Mentor vs Midshipmen",45
125302,"Kahless Sector 0048","Giant Campaign Melee - Sphere",100
125419,"Kuhe-3 Sector 0048","Mentor vs Midshipmen",46
125506,"Beginners Game","Custom Game",67
125514,"Memory Alpha Sector 0048","Standard Beginners",58
125520,"Sarol Sector 0048","Campaign",91
125556,"The Winter Sector 0048","Custom Game",67
125639,"Yam Sector 0049","Mentor vs Midshipmen",75
125641,"Orionis I Sector 0049","Classic",55
125875,"Kattia Sector 0049","Standard Beginners",72
126004,"Gorbie World Sector 0049","Classic",88
126132,"Gamma Ti Sid Sector 0049","Mentor vs Midshipmen",70
126180,"Toman Sector 0049","Standard",154
126241,"Ve'vla Vegus Sector 0049","Mentor vs Midshipmen",80
126316,"Sussex Sector 0049","Standard Beginners",51
126412,"Fornax Sector 0049","Giant Campaign Melee - Sphere",100
126534,"Van Maanan's Planet Sector 0049","Classic",88
126554,"Achernar Sector 0049","Mentor vs Midshipmen",62
126617,"Kandru Sector 0049","Teams of 3",183
126686,"Packlidia Sector 0049","Mentor vs Midshipmen",70
126710,"Cumo Sector 0049","Mentor vs Midshipmen",69
126715,"Casablanca Sector 0049","Teams of 2",104
126812,"Krell Sector 0049","Standard Beginners",64
127186,"Muracha Sector 0049","Standard Beginners",57
127236,"Mob World Sector 0049","Classic",73
127245,"Lacedodia Sector 0049","Standard",77
127256,"Smith's World Sector 0049","Mentor vs Midshipmen",72
127338,"Phorax Sector 0049","Mentor vs Midshipmen",76
127399,"Orion Sector 0049","Standard Beginners",56
127400,"Shwarts Sector 0049","Standard Slow",101
127413,"Ice Planet Sector 0049","Giant Campaign Melee - Sphere",89
127453,"What Inthe World Sector 0049","Classic",93
127482,"Holloween Sector 0049","Mentor vs Midshipmen",53
127529,"Lorthidonia Sector 0049","Mentor vs Midshipmen",79
127643,"Reggio Sector 0049","Custom Game",74
127673,"Sirius A Sector 0049","Standard Beginners",105
127679,"Kumar Sector 0049","Classic",56
127963,"Klamuth Sector 0049","Classic",78
127971,"Chirpsithra Sector 0049","Giant Campaign Melee - Sphere",100
127994,"Talos Sector 0049","Mentor vs Midshipmen",59
128124,"Dagaba Sector 0049","Mentor vs Midshipmen",49
128198,"New Boston Sector 0049","Standard Beginners",99
128290,"Madagon Sector 0049","Mentor vs Midshipmen",80
128302,"Procyon 9 Sector 0049","Classic",137
128334,"Karhammur Sector 0049","Teams of 3",124
128337,"Laseria Sector 0049","Mentor vs Midshipmen",80
128353,"Innes Sector 0049","Mentor vs Midshipmen",80
128501,"Kahless Sector 0049","Standard Beginners",67
128542,"Lacerta Sector 0049","Standard",68
128543,"Kruger 60 A Sector 0049","Mentor vs Midshipmen",80
128666,"Crete Sector 0049","Mentor vs Midshipmen",77
128670,"Var 3 Sector 0049","Classic",98
128751,"Ftokteek Sector 0049","Mentor vs Midshipmen",79
128770,"Pisro Sector 0049","Giant Campaign Melee - Sphere",100
128792,"Tyre Sector 0049","Mentor vs Midshipmen",70
128835,"Bloodbath Grand Campaign& Teams of 3","Custom Game",110
128880,"Potatoe Sector 0049","Standard Beginners",94
128932,"Saiph Sector 0049","Classic",104
128950,"Tera 9 Sector 0049","Mentor vs Midshipmen",79
128954,"Pyxis Sector 0049","Standard",120
129016,"Dull Planet Sector 0049","Mentor vs Midshipmen",79
129054,"Scorpius Sector 0049","Mentor vs Midshipmen",53
129057,"Wally World Sector 0049","Standard Beginners",70
129096,"New Morocco Sector 0049","Classic",119
129228,"Scoptor Sector 0049","Mentor vs Midshipmen",43
129282,"Helios Sector 0049","Mentor vs Midshipmen",80
129292,"Pedmont Sector 0049","Standard Slow",81
129387,"Mao 1 Sector 0049","Standard Beginners",72
129447,"Kzin Sector 0049","Mentor vs Midshipmen",43
129514,"Ali Zef Sector 0049","Classic",142
129550,"Ugo Sector 0049","Giant Campaign Melee - Sphere",100
129574,"Cylon Sector 0049","Mentor vs Midshipmen",80
129600,"Kamikachiadonia Sector 0049","Standard",158
129633,"Bodonia Sector 0049","Mentor vs Midshipmen",80
129700,"Colony 6 Sector 0050","Classic",130
129741,"Vela Sector 0050","Standard Beginners",70
129846,"Heiffer Sector 0050","Mentor vs Midshipmen",80
129860,"Delta Delta Delta Sector 0050","Campaign",105
129981,"Arkham Sector 0050","Standard Beginners",71
129992,"The Right Planet Sector 0050","Classic",83
130008,"Tataween Sector 0050","Mentor vs Midshipmen",73
130055,"Planet Gordan Sector 0050","Mentor vs Midshipmen",40
130083,"Galaxtia Sector 0050","Mentor vs Midshipmen",79
130114,"Carillon Sector 0050","Standard",99
130144,"New Georgia Sector 0050","Standard Beginners",137
130152,"Libra Sector 0050","Giant Campaign Melee - Sphere",100
130199,"Colony 10 Sector 0050","Mentor vs Midshipmen",80
130213,"Atlantia 1 Sector 0050","Classic",59
130359,"Azores Sector 0050","Mentor vs Midshipmen",79
130407,"Turning World Sector 0050","Standard Beginners",100
130416,"Planet X Sector 0050","Mentor vs Midshipmen",67
130462,"Adobee Sector 0050","Classic",80
130700,"Zippi Sector 0050","Standard Beginners",67
130728,"Teris-Ceti 9 Sector 0050","Mentor vs Midshipmen",80
130923,"Rator Sector 0050","Mentor vs Midshipmen",69
130960,"Vevalgoz Sector 0050","Giant Campaign Melee - Sphere",100
131016,"Alienation Sector 0050","Standard Beginners",78
131024,"New Cappone Sector 0050","Mentor vs Midshipmen",78
131124,"Chrome Sector 0050","Mentor vs Midshipmen",80
131181,"Virgo Pegasi Sector 0050","Mentor vs Midshipmen",79
131286,"Ravenhurst Sector 0050","Standard Beginners",62
131289,"Nekkar 9 Sector 0050","Mentor vs Midshipmen",80
131381,"Arkto Sector 0050","Classic",73
131386,"Roll Sector 0050","Mentor vs Midshipmen",76
131494,"Ceros Sector 0050","Mentor vs Midshipmen",80
131525,"Kura Sector 0050","Standard Beginners",50
131585,"Vae Victis Area","Custom Game",116
131625,"The Daily Planet Sector 0050","Mentor vs Midshipmen",79
131691,"R leonis 7 Sector 0050","Mentor vs Midshipmen",56
131692,"Ophiuchi Sector 0050","Standard Beginners",62
131704,"Kura Sector 0050","Stealth",97
131745,"Corona Sector 0050","Classic",67
131764,"Hiperborealia Sector 0050","Standard",108
131795,"Camelopardus 345 Sector 0050","Mentor vs Midshipmen",25
131951,"Cue Ball Sector 0050","Standard Beginners",92
132065,"Another World Sector 0050","Mentor vs Midshipmen",80
132200,"Time Planet Sector 0050","Mentor vs Midshipmen",80
132216,"Centouria Sector 0050","Classic",83
132222,"Strange World Sector 0050","Giant Campaign Melee - Sphere",100
132247,"Telalia Sector 0050","Standard Beginners",56
132354,"Memory Alpha Sector 0050","Mentor vs Midshipmen",79
132373,"Albireo Sector 0050","Standard",167
132485,"Holstein Sector 0050","Mentor vs Midshipmen",80
132552,"Zol Sector 0050","Classic",99
132553,"Indy Sector 0050","Standard Beginners",69
132584,"Praesepe 5 Sector 0050","Mentor vs Midshipmen",54
132585,"The Borg are Here! ","Custom Game",78
132636,"Darth Veridious's Reign of Supremacy","Custom Game",25
132652,"Murphrid 432 Sector 0050","Mentor vs Midshipmen",80
132796,"Bendotex Sector 0050","Mentor vs Midshipmen",42
132824,"Portsmouth Sector 0050","Mentor vs Midshipmen",44
132852,"Delta Pegasi Sector 0050","Standard Beginners",56
132872,"Yam Sector 0050","Standard Senior Officers",58
132880,"Muracha Sector 0050","Mentor vs Midshipmen",80
132898,"Newcomer's Game","Custom Game",67
132933,"Bonzi Sector 0050","Mentor vs Midshipmen",80
132978,"Down World Sector 0050","Standard",72
132998,"Mira Sector 0050","Classic",58
133127,"Confederate Planet Sector 0050","Standard Beginners",56
133155,"Mao 6 Sector 0050","Classic",87
133156,"Mileb Sector 0050","Mentor vs Midshipmen",80
133264,"Stupid Planet Sector 0051","Mentor vs Midshipmen",80
133308,"Nercodonia Sector 0051","Standard Beginners",78
133413,"Alpha's Star Sector 0051","Mentor vs Midshipmen",70
133422,"Ohular Sector 0051","Standard Beginners",106
133432,"Pod Planet Sector 0051","Giant Campaign Melee - Sphere",90
133437,"Var 3 Sector 0051","Classic",78
133532,"Wooky World Sector 0051","Mentor vs Midshipmen",59
133561,"New Albania Sector 0051","Standard Slow",93
133626,"New Jupiter Sector 0051","Mentor vs Midshipmen",73
133714,"Selah Sector 0051","Teams of 2",92
133716,"Planet 1801 Sector 0051","Mentor vs Midshipmen",80
133718,"Battle of the noobs","Custom Game",39
133753,"Pacifica Sector 0051","Standard Beginners",53
133762,"Cleandria Sector 0051","Classic",137
133818,"Fornax Sector 0051","Mentor vs Midshipmen",75
133857,"New Alaska Sector 0051","Mentor vs Midshipmen",80
133955,"Lepus 5 Sector 0051","Mentor vs Midshipmen",65
134060,"Potatoe Sector 0051","Standard Beginners",70
134081,"Melpedous Sector 0051","Classic",101
134087,"NGC 2403-A Sector 0051","Mentor vs Midshipmen",79
134091,"Feringilitai Sector 0051","Campaign",140
134179,"Teris-Ceti 9 Sector 0051","Mentor vs Midshipmen",41
134222,"Izar Sector 0051","Giant Campaign Melee - Sphere",100
134259,"Nekkar 9 Sector 0051","Mentor vs Midshipmen",80
134356,"Alienation Sector 0051","Standard Beginners",67
134372,"New Philli Sector 0051","Classic",88
134382,"The Misty Challenge","Custom Game",153
134429,"Holstein Sector 0051","Mentor vs Midshipmen",80
134471,"Sussex Sector 0051","Mentor vs Midshipmen",80
134517,"Flatland Sector 0051","Standard Beginners",58
134518,"Scorpius Sector 0051","Standard",93
134560,"Oceanlandia Sector 0051","Mentor vs Midshipmen",71
134609,"Australis Sector 0051","Classic",91
134647,"Organia 3 Sector 0051","Standard Beginners",48
134656,"Dunwich Sector 0051","Mentor vs Midshipmen",80
134687,"Master Class","Custom Game",83
134713,"Ordaz Sector 0051","Mentor vs Midshipmen",37
134778,"Procyon 9 Sector 0051","Mentor vs Midshipmen",70
134793,"Capricornus Sector 0051","Classic",96
134808,"Sif Sector 0051","Giant Campaign Melee - Sphere",100
134849,"Graf Sector 0051","Mentor vs Midshipmen",55
135031,"New Moscow Sector 0051","Mentor vs Midshipmen",33
135128,"Kchipreesee Sector 0051","Classic",56
135173,"Cattlian Sector 0051","Mentor vs Midshipmen",80
135191,"Sigma 2398 A Sector 0051","Standard Beginners",91
135279,"Cave World Sector 0051","Classic",142
135286,"Tesla Sector 0051","Mentor vs Midshipmen",73
135428,"Packlidia Sector 0051","Standard Beginners",90
135459,"Carsonio Sector 0051","Standard",95
135489,"Antilia Ophi Sector 0051","Mentor vs Midshipmen",66
135504,"Castor Sector 0051","Classic",104
135511,"Battle for the galaxy ","Custom Game",97
135578,"Alcatraz Sector 0051","Mentor vs Midshipmen",38
135672,"Adebron Sector 0051","Mentor vs Midshipmen",80
135720,"Alcor Sector 0051","Classic",64
135831,"Bubble World Sector 0051","Standard Beginners",105
135855,"New Los Banos Sector 0051","Mentor vs Midshipmen",79
135984,"Kahless Sector 0051","Mentor vs Midshipmen",60
136049,"Alienation Sector 0051","Standard Beginners",66
136073,"Innsmouth Sector 0051","Mentor vs Midshipmen",80
136095,"Amascusin Sector 0051","Classic",115
136146,"Alpha Beta Sector 0051","Mentor vs Midshipmen",80
136245,"Black Beard Sector 0052","Giant Campaign Melee - Sphere",100
136248,"Spaceball Sector 0052","Mentor vs Midshipmen",77
136298,"Columbo Sector 0052","Standard Beginners",102
136346,"Centrum Sector 0052","Mentor vs Midshipmen",80
136377,"Star Bases Are Darn Important Game","Custom Game",55
136394,"Paranoia Planets","Custom Game",50
136413,"Honda Sector 0052","Mentor vs Midshipmen",80
136426,"Centouria Sector 0052","Standard",105
136491,"Turbo Sweep","Custom Game",141
136522,"Kzoz Sector 0052","Classic",59
136551,"New Wisconsin Sector 0052","Standard Beginners",55
136665,"Azores Sector 0052","Mentor vs Midshipmen",11
136738,"New New Jersy Sector 0052","Classic",114
136746,"Anto Sector 0052","Mentor vs Midshipmen",58
136855,"Alkalurops 459 Sector 0052","Standard",84
136888,"Basketball Sector 0052","Mentor vs Midshipmen",28
136925,"Nyphidonia Sector 0052","Mentor vs Midshipmen",11
136980,"Arigo Sector 0052","Mentor vs Midshipmen",77
136990,"Baseball Sector 0052","Standard Beginners",53
137113,"Dagaba Sector 0052","Giant Campaign Melee - Sphere",100
137125,"Limball Sector 0052","Mentor vs Midshipmen",80
137149,"Aranumia Sector 0052","Classic",117
137210,"Betelgeuse Sector 0052","Mentor vs Midshipmen",75
137213,"Cleopatra Sector 0052","Standard Beginners",55
137284,"Colony 6 Sector 0052","Standard",118
137382,"Cylon Sector 0052","Classic",82
137418,"Beginner Game","Custom Game",117
137431,"Taurus Sector 0052","Mentor vs Midshipmen",8
137483,"Crab Sector 0052","Standard Senior Officers",113
137500,"Edna Sector 0052","Standard Beginners",91
137540,"Alpha's Star Sector 0052","Mentor vs Midshipmen",80
137611,"Lyra Sector 0052","Teams of 2",121
137626,"Kzin Sector 0052","Classic",129
137648,"Atari 1000 Sector 0052","Mentor vs Midshipmen",80
137793,"Brook's World Sector 0052","Mentor vs Midshipmen",75
137886,"Lynx Ceti Sector 0052","Standard Beginners",60
137944,"Chispix Sector 0052","Mentor vs Midshipmen",56
137972,"terangui Sector 0052","Standard",182
138019,"Crete Sector 0052","Standard Slow",117
138039,"Morning Star Sector 0052","Standard Beginners",70
138086,"Milon Sector 0052","Mentor vs Midshipmen",12
138087,"Nervondonia Sector 0052","Classic",64
138118,"red planet 23","Custom Game",47
138187,"Big World Sector 0052","Mentor vs Midshipmen",77
138191,"Blitz 11 Player max 4 Allies #1 by crazysportz.de","Custom Game",82
138192,"Tut Sector 0052","Classic",154
138322,"START HARD | Round 1 | Sector 1","Custom Game",150
138370,"Antilia Ophi Sector 0052","Mentor vs Midshipmen",80
138487,"Cygnet Sector 0052","Standard Beginners",81
138499,"Gorath Sector 0052","Classic",79
138501,"Lacedodia Sector 0052","Mentor vs Midshipmen",80
138554,"Antonia Sector 0052","Teams of 3",74
138655,"Cladious Sector 0052","Mentor vs Midshipmen",80
138673,"Daventhor Sector 0052","Giant Campaign Melee - Sphere",100
138813,"Arkham Sector 0052","Mentor vs Midshipmen",73
138835,"Small World Sector 0052","Standard",97
138918,"Bortex Sector 0052","Standard Beginners",114
139141,"Rambo 3 Sector 0052","Mentor vs Midshipmen",80
139144,"Disney World Sector 0052","Standard Beginners",73
139191,"Mileb Sector 0052","Mentor vs Midshipmen",45
139211,"Epsilon Indi Sector 0052","Classic",129
139228,"Orlakwarr Sector 0052","Standard",79
139281,"Tarsus Sector 0053","Giant Campaign Melee - Sphere",100
139416,"Cave World Sector 0053","Mentor vs Midshipmen",71
139421,"Indy Sector 0053","Standard Beginners",140
139422,"Vendor Sector 0053","Classic",115
139499,"Exxonia Sector 0053","Campaign",89
139615,"Castolia Sector 0053","Giant Campaign Melee - Sphere",100
139646,"Beginner's Game","Custom Game",51
139672,"Bellatrix Sector 0053","Standard Beginners",46
139692,"Sinatra's Keep Sector 0053","Classic",179
139828,"Rodu 9 Sector 0053","Standard",129
139957,"Bundy Sector 0053","Mentor vs Midshipmen",80
140004,"Ceti Alpha 5 Sector 0053","Classic",99
140039,"Spica Sector 0053","Mentor vs Midshipmen",80
140111,"Beverly 90120 Sector 0053","Standard Slow",108
140117,"Beginner Game II","Custom Game",98
140119,"Murphrid 432 Sector 0053","Mentor vs Midshipmen",80
140194,"Regenal Sector 0053","Mentor vs Midshipmen",68
140250,"Nekkar Sector 0053","Mentor vs Midshipmen",79
140284,"Fornax Sector 0053","Classic",77
140301,"Cor Caroli Sector 0053","Standard",108
140316,"New Bohemia Sector 0053","Standard Beginners",71
140475,"Wrigley Sector 0053","Stealth",61
140516,"Tarsus Sector 0053","Mentor vs Midshipmen",70
140590,"sevy's beginner Game","Custom Game",138
140664,"Delta Sector 0053","Mentor vs Midshipmen",80
140749,"Caeladium Sector 0053","Standard",146
140752,"Innes Sector 0053","Standard Beginners",131
140773,"Under World Sector 0053","Classic",75
140786,"Azores Sector 0053","Mentor vs Midshipmen",80
140946,"Ikaal Sector 0053","Mentor vs Midshipmen",80
141059,"Cue Ball Sector 0053","Mentor vs Midshipmen",80
141074,"Cutimurium Sector 0053","Standard Beginners",84
141134,"Hypoguria Sector 0053","Classic",52
141149,"Kojak City Sector 0053","Mentor vs Midshipmen",80
141195,"New Albania Sector 0053","Standard",126
141215,"Beginner Game III","Custom Game",97
